name,mos,DT
ship_gQP_1_tQP_1.ply,86.83243163,0
ship_gQP_1_tQP_2.ply,79.66953395,0
ship_gQP_1_tQP_3.ply,64.65363881,0
ship_gQP_2_tQP_1.ply,52.75587535,0
ship_gQP_2_tQP_2.ply,53.07130936,0
ship_gQP_2_tQP_3.ply,44.99481835,0
ship_gQP_3_tQP_1.ply,32.70113044,0
ship_gQP_3_tQP_2.ply,30.07825606,0
ship_gQP_3_tQP_3.ply,32.37187738,0
ship_gsigma_0_tsigma_16.ply,60.02590379,1
ship_gsigma_0_tsigma_32.ply,44.71311782,1
ship_gsigma_0_tsigma_08.ply,81.87614964,1
ship_gsigma_2_tsigma_16.ply,46.24280768,1
ship_gsigma_2_tsigma_32.ply,29.47047405,1
ship_gsigma_2_tsigma_08.ply,44.32391178,1
ship_gsigma_4_tsigma_16.ply,30.23841126,1
ship_gsigma_4_tsigma_32.ply,22.57182481,1
ship_gsigma_4_tsigma_08.ply,24.15903763,1
ship_level_7.ply,5.790659407,2
ship_level_8.ply,15.26715745,2
ship_level_9.ply,51.16749334,2
ship_pqs_1_qs_16.ply,91.89237886,3
ship_pqs_1_qs_32.ply,68.90628136,3
ship_pqs_1_qs_48.ply,60.85370266,3
ship_pqs_1_qs_64.ply,48.18439311,3
ship_tsl_4_tqs_128.ply,15.97910476,4
ship_tsl_4_tqs_256.ply,11.72465248,4
ship_tsl_4_tqs_512.ply,12.63710724,4
ship_tsl_4_tqs_064.ply,13.43235303,4
ship_tsl_6_tqs_128.ply,68.10486694,4
ship_tsl_6_tqs_256.ply,41.18616309,4
ship_tsl_6_tqs_512.ply,25.1244404,4
ship_tsl_6_tqs_064.ply,80.47808166,4
ship_tsl_8_tqs_128.ply,76.5494553,4
ship_tsl_8_tqs_256.ply,45.60453851,4
ship_tsl_8_tqs_512.ply,32.56767817,4
ship_tsl_8_tqs_064.ply,86.41452606,4
statue_gQP_1_tQP_1.ply,82.16544475,0
statue_gQP_1_tQP_2.ply,74.36868381,0
statue_gQP_1_tQP_3.ply,52.98086999,0
statue_gQP_2_tQP_1.ply,65.277898,0
statue_gQP_2_tQP_2.ply,58.03915102,0
statue_gQP_2_tQP_3.ply,45.29396388,0
statue_gQP_3_tQP_1.ply,25.88641621,0
statue_gQP_3_tQP_2.ply,32.58541188,0
statue_gQP_3_tQP_3.ply,26.9301373,0
statue_gsigma_0_tsigma_16.ply,69.24903345,1
statue_gsigma_0_tsigma_32.ply,49.2759668,1
statue_gsigma_0_tsigma_08.ply,85.11947303,1
statue_gsigma_2_tsigma_16.ply,39.41233042,1
statue_gsigma_2_tsigma_32.ply,34.7558873,1
statue_gsigma_2_tsigma_08.ply,50.14553046,1
statue_gsigma_4_tsigma_16.ply,27.72288456,1
statue_gsigma_4_tsigma_32.ply,32.99521449,1
statue_gsigma_4_tsigma_08.ply,31.38009148,1
statue_level_7.ply,11.04592674,2
statue_level_8.ply,24.44605069,2
statue_level_9.ply,69.02141066,2
statue_pqs_1_qs_16.ply,87.01573408,3
statue_pqs_1_qs_32.ply,77.27978223,3
statue_pqs_1_qs_48.ply,67.40476035,3
statue_pqs_1_qs_64.ply,54.10887739,3
statue_tsl_4_tqs_128.ply,19.6972695,4
statue_tsl_4_tqs_256.ply,16.40082892,4
statue_tsl_4_tqs_512.ply,11.34401742,4
statue_tsl_4_tqs_064.ply,19.55881932,4
statue_tsl_6_tqs_128.ply,67.76035361,4
statue_tsl_6_tqs_256.ply,48.22983919,4
statue_tsl_6_tqs_512.ply,29.73847696,4
statue_tsl_6_tqs_064.ply,77.30130872,4
statue_tsl_8_tqs_128.ply,78.36511751,4
statue_tsl_8_tqs_256.ply,57.66573011,4
statue_tsl_8_tqs_512.ply,35.57328452,4
statue_tsl_8_tqs_064.ply,88.31888572,4
stone_gQP_1_tQP_1.ply,78.81994767,0
stone_gQP_1_tQP_2.ply,55.96429471,0
stone_gQP_1_tQP_3.ply,38.19125206,0
stone_gQP_2_tQP_1.ply,58.87870931,0
stone_gQP_2_tQP_2.ply,56.0219352,0
stone_gQP_2_tQP_3.ply,34.46225059,0
stone_gQP_3_tQP_1.ply,41.76109598,0
stone_gQP_3_tQP_2.ply,35.62049168,0
stone_gQP_3_tQP_3.ply,26.01342874,0
stone_gsigma_0_tsigma_16.ply,75.06155601,1
stone_gsigma_0_tsigma_32.ply,47.83686368,1
stone_gsigma_0_tsigma_08.ply,86.87668482,1
stone_gsigma_2_tsigma_16.ply,62.4059409,1
stone_gsigma_2_tsigma_32.ply,47.62512297,1
stone_gsigma_2_tsigma_08.ply,71.61570912,1
stone_gsigma_4_tsigma_16.ply,36.85294226,1
stone_gsigma_4_tsigma_32.ply,24.09074637,1
stone_gsigma_4_tsigma_08.ply,34.41591904,1
stone_level_7.ply,8.580533193,2
stone_level_8.ply,20.64931138,2
stone_level_9.ply,86.87232128,2
stone_pqs_1_qs_16.ply,80.90892544,3
stone_pqs_1_qs_32.ply,69.48493262,3
stone_pqs_1_qs_48.ply,77.06861834,3
stone_pqs_1_qs_64.ply,65.57957273,3
stone_tsl_4_tqs_128.ply,47.17354673,4
stone_tsl_4_tqs_256.ply,34.22061434,4
stone_tsl_4_tqs_512.ply,18.76360461,4
stone_tsl_4_tqs_064.ply,57.63837411,4
stone_tsl_6_tqs_128.ply,60.65492093,4
stone_tsl_6_tqs_256.ply,42.3730925,4
stone_tsl_6_tqs_512.ply,22.63591963,4
stone_tsl_6_tqs_064.ply,65.93925975,4
stone_tsl_8_tqs_128.ply,75.68153655,4
stone_tsl_8_tqs_256.ply,47.43694567,4
stone_tsl_8_tqs_512.ply,20.31259474,4
stone_tsl_8_tqs_064.ply,76.96861244,4
tool-box_gQP_1_tQP_1.ply,77.18180348,0
tool-box_gQP_1_tQP_2.ply,59.17937263,0
tool-box_gQP_1_tQP_3.ply,56.75944471,0
tool-box_gQP_2_tQP_1.ply,57.87079799,0
tool-box_gQP_2_tQP_2.ply,57.21173403,0
tool-box_gQP_2_tQP_3.ply,45.32187464,0
tool-box_gQP_3_tQP_1.ply,44.48994269,0
tool-box_gQP_3_tQP_2.ply,47.63715478,0
tool-box_gQP_3_tQP_3.ply,34.6512822,0
tool-box_gsigma_0_tsigma_16.ply,47.65395833,1
tool-box_gsigma_0_tsigma_32.ply,33.38089522,1
tool-box_gsigma_0_tsigma_08.ply,74.07774205,1
tool-box_gsigma_2_tsigma_16.ply,30.49113539,1
tool-box_gsigma_2_tsigma_32.ply,19.73538966,1
tool-box_gsigma_2_tsigma_08.ply,42.15868369,1
tool-box_gsigma_4_tsigma_16.ply,22.03286169,1
tool-box_gsigma_4_tsigma_32.ply,13.71265605,1
tool-box_gsigma_4_tsigma_08.ply,27.6145146,1
tool-box_level_7.ply,7.788150814,2
tool-box_level_8.ply,25.35706923,2
tool-box_level_9.ply,72.96806866,2
tool-box_pqs_1_qs_16.ply,82.50891381,3
tool-box_pqs_1_qs_32.ply,58.74124972,3
tool-box_pqs_1_qs_48.ply,38.80305363,3
tool-box_pqs_1_qs_64.ply,22.59810553,3
tool-box_tsl_4_tqs_128.ply,43.48063326,4
tool-box_tsl_4_tqs_256.ply,21.33990424,4
tool-box_tsl_4_tqs_512.ply,9.772409239,4
tool-box_tsl_4_tqs_064.ply,53.81005804,4
tool-box_tsl_6_tqs_128.ply,46.71853642,4
tool-box_tsl_6_tqs_256.ply,31.69048484,4
tool-box_tsl_6_tqs_512.ply,13.24459477,4
tool-box_tsl_6_tqs_064.ply,80.4800722,4
tool-box_tsl_8_tqs_128.ply,52.16919467,4
tool-box_tsl_8_tqs_256.ply,29.3246156,4
tool-box_tsl_8_tqs_512.ply,18.08086476,4
tool-box_tsl_8_tqs_064.ply,73.87057596,4
