name,mos,DT
statue_00.ply,6.908333333,0
statue_01.ply,7.6328125,0
statue_02.ply,6.168367347,0
statue_03.ply,4.93877551,0
statue_04.ply,3.015625,0
statue_05.ply,1.453125,0
statue_06.ply,7.40625,1
statue_07.ply,5.459183673,1
statue_08.ply,6.4,1
statue_09.ply,5.899234694,1
statue_10.ply,6.588461538,1
statue_11.ply,5.107692308,1
statue_12.ply,7.825,2
statue_13.ply,6.133333333,2
statue_14.ply,6.054846939,2
statue_15.ply,3.965384615,2
statue_16.ply,3.4921875,2
statue_17.ply,1.1875,2
statue_18.ply,7.141666667,3
statue_19.ply,6.762755102,3
statue_20.ply,6.1328125,3
statue_21.ply,3.441326531,3
statue_22.ply,2.5546875,3
statue_23.ply,1,3
statue_24.ply,5.81377551,4
statue_25.ply,5.808673469,4
statue_26.ply,4.765625,4
statue_27.ply,1.916666667,4
statue_28.ply,2.073979592,4
statue_29.ply,1,4
statue_30.ply,6.795918367,5
statue_31.ply,6.525,5
statue_32.ply,6.536989796,5
statue_33.ply,2.85,5
statue_34.ply,1.625,5
statue_35.ply,1.69005102,5
statue_36.ply,8.121153846,6
statue_37.ply,6.784615385,6
statue_38.ply,5.184615385,6
statue_39.ply,3.1796875,6
statue_40.ply,2.463010204,6
statue_41.ply,1.617307692,6
